conversation_id,customer_message,brand_response,text,intent,should_escalate,thread_length,timestamp,num_customer_msgs,num_brand_msgs
341052,Hi @Uber_Support there are no wheel chair accessible cars or taxis in SF. How can we get around?,"@197482 Hey, Brandon, we recommend choosing a larger vehicle option like uberXL or UberSUV. Reach out if you have any other questions.",Hi @Uber_Support there are no wheel chair accessible cars or taxis in SF. How can we get around?,other,False,3,2017-10-07 23:40:15+00:00,2,1
344913,"Wooow. Two nights in a row @115877 messed up office dinner. Yesterday a random cancel, tonight a completely wrong order.",@198060 Hi - here to help. Please DM us the email linked to your Uber account so we can look into this for you.,"Wooow. Two nights in a row @115877 messed up office dinner. Yesterday a random cancel, tonight a completely wrong order.",other,False,2,2017-10-07 23:41:23+00:00,1,1
339734,Hi @Uber_Support! I have a question. Is it possible to request a non-smoking car? My last two rides have smelled strongly of smoke.,@197135 Sorry for the confusion. Our team has recently responded via email. Please reply there if you have additional questions!,Hi @Uber_Support! I have a question. Is it possible to request a non-smoking car? My last two rides have smelled strongly of smoke.,ride_status,False,3,2017-10-07 23:47:03+00:00,2,1
2065734,@Uber_Support https://t.co/UEPiyFX0N4,@610888 We want to look into this asap! Please send us a note here: https://t.co/mUI74jyaJw and a member of our team will be in touch.,@Uber_Support https://t.co/UEPiyFX0N4,other,False,2,2017-10-07 23:48:23+00:00,1,1
2065976,"@Uber_Support First time I tried to use my ubereats acct, I get locked out. Sign in page is unresponsive on both desktop and iPhone. Awful","@610949 Oh no! Please send us the details at https://t.co/BDlHSjUF9c so a member of our team can follow up, Katherine. https://t.co/sd7yH5jmbJ","@Uber_Support First time I tried to use my ubereats acct, I get locked out. Sign in page is unresponsive on both desktop and iPhone. Awful",account_access,False,2,2017-10-07 23:48:53+00:00,1,1
345726,@Uber_Support is there a way to swap out my initial promo code for new customers? You have 2 weeks free delivery but says I can't use it. https://t.co/TzlASiq2Ou,"@198279 Please visit https://t.co/XhiIfXAzIK for more info and let us know if we can help with anything else, Adam.",@Uber_Support is there a way to swap out my initial promo code for new customers? You have 2 weeks free delivery but says I can't use it. https://t.co/TzlASiq2Ou,other,False,2,2017-10-07 23:50:54+00:00,1,1
343153,.@115873 driver please what is this @Uber_Support https://t.co/5YMW0YBHoH,@197686 Hey there! We've followed up via DM.,.@115873 driver please what is this @Uber_Support https://t.co/5YMW0YBHoH,ride_status,False,3,2017-10-07 23:51:30+00:00,2,1
339731,@Uber_Support,@197134 We've been in touch via DM!,@Uber_Support,other,False,2,2017-10-07 23:52:55+00:00,1,1
790395,This Uber driver just insisted on playing a podcast joke about Nelly's rape... like the fuck man,"@188807 Chelsea, whenever you're able to, go ahead and DM us your account email along with details for assistance.",This Uber driver just insisted on playing a podcast joke about Nelly's rape... like the fuck man,ride_status,False,4,2017-10-07 23:54:15+00:00,3,1
789431,@Uber_Support My app is in limbo I want to start driving 10/9/2017.  Can I fax you the declaration page of my insurance?,"@308260 Hi, Ernestine - please reach out to our team at https://t.co/4XSNbipqLG and we'll be in touch to assist with those documents!",@Uber_Support My app is in limbo I want to start driving 10/9/2017.  Can I fax you the declaration page of my insurance?,app_functionality,False,2,2017-10-07 23:55:12+00:00,1,1
343164,@Uber_Support lost an iPhone in a taxi and no response from driver,@197691 We responded to your DM! Check your inbox for our message.,@Uber_Support lost an iPhone in a taxi and no response from driver,ride_status,False,2,2017-10-07 23:56:40+00:00,1,1
340004,@115873 you guys keep cheating me and adding extra charges. And it's impossible to contact customer service. Switching.,@197196 We can definitely take a closer look! Contact us here; https://t.co/051afusMxw so we can help.,@115873 you guys keep cheating me and adding extra charges. And it's impossible to contact customer service. Switching.,trip_fare_dispute,False,2,2017-10-07 23:56:57+00:00,1,1
340006,Thanks @115873 for the ride that smells like a sweaty teen. Just what I wanted for my Saturday night. #ThisIsHell #HeAlsoRippedAss,@197197 Here to help. Send us a note at https://t.co/aBEgvdNWQN so our team can connect.,Thanks @115873 for the ride that smells like a sweaty teen. Just what I wanted for my Saturday night. #ThisIsHell #HeAlsoRippedAss,ride_status,False,2,2017-10-07 23:57:23+00:00,1,1
339996,Shout out to @115873...your service going down hill fast. https://t.co/3YSTHdHOQL,"@197194 Thanks, Skylar. We know how time-sensitive this issue is for you. Hang-tight for us!",Shout out to @115873...your service going down hill fast. https://t.co/3YSTHdHOQL,other,False,4,2017-10-07 23:57:44+00:00,2,2
2065796,@Uber_Support Can I have signage on my vehicle advertising my own business?,"@373297 Hello, Alison, we are happy to assist you. Yes, we do not have a problem with you promoting your own business while driving on the platform.",@Uber_Support Can I have signage on my vehicle advertising my own business?,other,False,2,2017-10-07 23:57:53+00:00,1,1
340000,@115873 looks like you got something wrong in Dallas. Been trying to use app to get a ride. First time this has happened. 😞 https://t.co/4SkQXxLsvG,@197195 Happy to hear! If there's anything else you need don't hesitate to reach out to https://t.co/balq3Eyso6 anytime!,@115873 looks like you got something wrong in Dallas. Been trying to use app to get a ride. First time this has happened. 😞 https://t.co/4SkQXxLsvG,ride_status,False,5,2017-10-07 23:59:00+00:00,3,2
339993,Uber 🇿🇦 is trash @115873,"@197193 Happy to help! Send us a note here, https://t.co/e8HVorX5rh and our team will follow up.",Uber 🇿🇦 is trash @115873,other,False,3,2017-10-08 00:00:05+00:00,2,1
345715,@115873 has disabled my account and  I need to get me some foods from @115877,@198275 We just reached out via DM. Thanks for your patience here!,@115873 has disabled my account and  I need to get me some foods from @115877,account_access,False,2,2017-10-08 00:00:30+00:00,1,1
789982,"@Uber_Support I've been trying to split a bill for two weeks. The app won't accept my fingerprint. It won't accept my ""zip code"". Brilliant.","@308385 Happy to help! For further assistance, please reach out through in app support or here: https://t.co/OhfgxSAY58","@Uber_Support I've been trying to split a bill for two weeks. The app won't accept my fingerprint. It won't accept my ""zip code"". Brilliant.",app_functionality,False,4,2017-10-08 00:10:58+00:00,3,1
340229,@115873 need a ride,@197253 Happy to help! Please visit https://t.co/V8YvTNr37q for more information and to connect with us on this issue.,@115873 need a ride,ride_status,False,4,2017-10-08 00:11:33+00:00,2,2
340218,@115873 so my driver fucks up and adds an extra 10 minutes to our journey and I get charged more? #uberlogic,@197250 Sorry for the trouble! Please send us a note via https://t.co/fS660rQ8NQ so our team can connect.,@115873 so my driver fucks up and adds an extra 10 minutes to our journey and I get charged more? #uberlogic,ride_status,False,2,2017-10-08 00:14:55+00:00,1,1
340209,An @115873 driver dropped me off at the wrong place and they’re refusing to refund me. Great customer service!,@197247 We have reached out through your DM. Please follow up.,An @115873 driver dropped me off at the wrong place and they’re refusing to refund me. Great customer service!,ride_status,False,4,2017-10-08 00:16:27+00:00,2,2
340220,@115873 why charge customers a  cancellation fee &amp; not have accessible CSRs to handle drivers who confirm &amp; dont show up or answer. #ubersucks https://t.co/vKxPA8oOUE,@197251 Here to help! Please send us a DM with your email so we can connect.,@115873 why charge customers a  cancellation fee &amp; not have accessible CSRs to handle drivers who confirm &amp; dont show up or answer. #ubersucks https://t.co/vKxPA8oOUE,ride_status,False,4,2017-10-08 00:17:47+00:00,2,2
340225,"@115873 I just got charged $150.00 for cleaning fee. No diarrhea, vomit or death occurred in the 48 minutes I was in this uber. What gives?",@197252 Can you please DM us the email on your account so we can check on the status of your message? Thanks!,"@115873 I just got charged $150.00 for cleaning fee. No diarrhea, vomit or death occurred in the 48 minutes I was in this uber. What gives?",trip_fare_dispute,False,5,2017-10-08 00:18:01+00:00,3,2
340216,My @115873 driver just changed the song from rap to One Direction + I don't know whether I should be offended or thankful for him looking out,"@197249 Sorry for the trouble! We're here to help, send us a note here, https://t.co/fS660rQ8NQ, and our team will be in touch.",My @115873 driver just changed the song from rap to One Direction + I don't know whether I should be offended or thankful for him looking out,ride_status,False,2,2017-10-08 00:19:57+00:00,1,1
2065782,How can I contact @Uber_Support,"@199515 We have in app support and https://t.co/9zsMJKZ2dB to help with anything you need. If you have any other questions, please let us know.",How can I contact @Uber_Support,other,False,2,2017-10-08 00:23:44+00:00,1,1
289849,@Uber_Support i need a callback immediately.  Wallet @ phone left in uber vehicle. Pissed away 2 hours already with your supposed support 😡,@170280 We have received your DM and will be in contact with you there shortly.,@Uber_Support i need a callback immediately.  Wallet @ phone left in uber vehicle. Pissed away 2 hours already with your supposed support 😡,other,True,41,2017-10-08 00:23:46+00:00,29,12
340213,@115873. At least taxis don't charge you a cancellation fee after your pay them they fare.. #getittogether,"@197248 Here to help! Send us a note here, https://t.co/e8HVorX5rh, and our team will follow up.",@115873. At least taxis don't charge you a cancellation fee after your pay them they fare.. #getittogether,trip_fare_dispute,False,4,2017-10-08 00:24:45+00:00,3,1
345728,@115873 your service sucks I sent you a dm over an hour ago about an issue and still no response you are the worse,@198280 We've been in touch via DM!,@115873 your service sucks I sent you a dm over an hour ago about an issue and still no response you are the worse,other,False,2,2017-10-08 00:25:15+00:00,1,1
344181,"2 Ubers from/to CR2 to TW2. Me @ home. 1st one = 16 miles, 2nd = 23.6 miles. Complaint via help (@Uber_Support = INSTANT refund. A bit odd!!","@197855 Hi, Michael - please DM us with further details and we'll be happy to help with this concern.","2 Ubers from/to CR2 to TW2. Me @ home. 1st one = 16 miles, 2nd = 23.6 miles. Complaint via help (@Uber_Support = INSTANT refund. A bit odd!!",refund_request,False,2,2017-10-08 00:28:36+00:00,1,1
343162,@115877 @Uber_Support pls respond to my dm,@197690 We've been in touch via DM!,@115877 @Uber_Support pls respond to my dm,other,False,2,2017-10-08 00:28:38+00:00,1,1
340572,@115873 ...your drivers have been super sassy lately. Wtf? Maybe send a memo about customer service?,@197346 We're here to help! Please send us a note via https://t.co/fS660rQ8NQ so our team can connect.,@115873 ...your drivers have been super sassy lately. Wtf? Maybe send a memo about customer service?,ride_status,False,2,2017-10-08 00:29:32+00:00,1,1
344431,Seriously @115873 - it’s been 6hours and you just send me same texts! STILL no confirmation!! How can I get on an app w/o my phone? Won’t recognize my account from another phone! Just call your driver please! Why is this so hard?? 😡 https://t.co/iKgikLi3Kx,@195837 We have reached out through your DM. Please follow up.,Seriously @115873 - it’s been 6hours and you just send me same texts! STILL no confirmation!! How can I get on an app w/o my phone? Won’t recognize my account from another phone! Just call your driver please! Why is this so hard?? 😡 https://t.co/iKgikLi3Kx,ride_status,False,4,2017-10-08 00:30:17+00:00,2,2
340568,@115873 I am stranded in my college town without a ride.,@197344 We can definitely take a closer look. Please send us your email address and more details.,@115873 I am stranded in my college town without a ride.,ride_status,False,3,2017-10-08 00:30:44+00:00,2,1
2646617,"@6980 @115873 he refused to pick me up as I was ""to far away"" and told me to cancel but I would still be charged?? https://t.co/94SAm2T7K2","@736611 Definitely not OK, Shaun! Send us a note via the 'Help' section in-app + trip details so we can follow up and reassess that fee for you.","@6980 @115873 he refused to pick me up as I was ""to far away"" and told me to cancel but I would still be charged?? https://t.co/94SAm2T7K2",trip_fare_dispute,False,2,2017-10-08 00:30:56+00:00,1,1
346539,"@118730 I just need to contact my driver I lost my personal belongings in his car( passport, visa)","@198497 So sorry to hear about your belongings, Luis! You can contact your driver directly via this link: https://t.co/Sy2fWIhhC2.","@118730 I just need to contact my driver I lost my personal belongings in his car( passport, visa)",ride_status,False,2,2017-10-08 00:32:57+00:00,1,1
340559,@115873 pls make a service where 2 drivers can pick you up in the same car and one can take you home and the other can drive ur car home!!,"@197341 We hear ya! Thanks for the feedback. We're always working to provide you with new features, so stay tuned.",@115873 pls make a service where 2 drivers can pick you up in the same car and one can take you home and the other can drive ur car home!!,ride_status,False,2,2017-10-08 00:34:16+00:00,1,1
340562,@115873 wtf. Been trying to ride for 30 minutes and error each time,"@197342 Here to help! Send us a note here, https://t.co/u3MyknJaaN and our team will be in touch.",@115873 wtf. Been trying to ride for 30 minutes and error each time,ride_status,False,3,2017-10-08 00:34:30+00:00,2,1
2065837,@Uber_Support All my documents are up to date and approved yet I still cant go online. https://t.co/M3KEOoVQW7,"@610909 Hi, Benjamin - please reach out to our team at https://t.co/WQboREqSSu and we'll be in touch to get a closer look as soon as possible.",@Uber_Support All my documents are up to date and approved yet I still cant go online. https://t.co/M3KEOoVQW7,app_functionality,False,2,2017-10-08 00:35:33+00:00,1,1
344900,"Hey @Uber_Support, your app should list ""Driver didn't want to go to my destination, because he was tired"" to the list of refund requests...",@198056 Can you please DM us the email on your account so we can check on the status of your message? Thanks!,"Hey @Uber_Support, your app should list ""Driver didn't want to go to my destination, because he was tired"" to the list of refund requests...",ride_status,False,5,2017-10-08 00:36:46+00:00,3,2
346772,"when ur @115877 driver goes to the wrong street so i help him over the phone, he gets mad and hangs up, blocks me and i never got my food😭",@198569 We just reached out via DM!,"when ur @115877 driver goes to the wrong street so i help him over the phone, he gets mad and hangs up, blocks me and i never got my food😭",ride_status,False,2,2017-10-08 00:37:45+00:00,1,1
344179,@Uber_Support. what are you guys racist? Pay me my money you fucks NO RIDE CAME. And you TOOK MY MONEY...# thieves,@197248 So sorry about the trouble! Please send us a DM with your email address and phone number so we can connect.,@Uber_Support. what are you guys racist? Pay me my money you fucks NO RIDE CAME. And you TOOK MY MONEY...# thieves,ride_status,False,3,2017-10-08 00:39:07+00:00,2,1
344659,@Uber_Support  Hi. I've been online for 14 hrs. lately: haven't had 1 Uber order in 2 weeks. Any suggestions?,"@197989 Happy to help, Thomas. Please visit https://t.co/dx1D9XF2V5 so that we can connect on this issue.",@Uber_Support  Hi. I've been online for 14 hrs. lately: haven't had 1 Uber order in 2 weeks. Any suggestions?,other,False,2,2017-10-08 00:40:14+00:00,1,1
341048,. @115873 just hoed my life lmao. I call y’all and u tell me to update my info and won’t even accept my request until done. I GOT PLACES TO BE,"@197481 We're following up with you via DM, be on the look out for our response.",. @115873 just hoed my life lmao. I call y’all and u tell me to update my info and won’t even accept my request until done. I GOT PLACES TO BE,app_functionality,False,4,2017-10-08 00:43:11+00:00,2,2
365706,"Uber nightmare and @Uber_Support Help function is a multiple choice, won't take feedback... Man do I wish I'd take my own car today",@202630 We've been in touch via DM!,"Uber nightmare and @Uber_Support Help function is a multiple choice, won't take feedback... Man do I wish I'd take my own car today",other,False,3,2017-10-08 00:43:15+00:00,1,2
341045,#uber @115873 you really are shocking and unethical.your drivers are disgusting,@197480 We're so sorry about that! Please send us a DM with your email address with details so we can connect.,#uber @115873 you really are shocking and unethical.your drivers are disgusting,ride_status,False,2,2017-10-08 00:43:36+00:00,1,1
345709,This order from @115877 keeps getting delayed and I can't even cancel the order 😩 I'm starving https://t.co/IK9AbbOg6P,@198272 So sorry to hear about the delay! We'll reach out shortly via DM.,This order from @115877 keeps getting delayed and I can't even cancel the order 😩 I'm starving https://t.co/IK9AbbOg6P,other,False,2,2017-10-08 00:43:48+00:00,1,1
341043,Okay time to get a car- @115873 was saving me money but no longer. What should I get? https://t.co/jk1jkIQHwR,"@197479 Hi there, Justin! To learn more, please visit; https://t.co/kkAwlbpH4B",Okay time to get a car- @115873 was saving me money but no longer. What should I get? https://t.co/jk1jkIQHwR,other,False,2,2017-10-08 00:44:58+00:00,1,1
795467,Can we get @115877 in Stockton already? 😩,@309662 We're working hard to expand our coverage area. Stay tuned to https://t.co/IWfScGSb5o for updates!,Can we get @115877 in Stockton already? 😩,other,False,2,2017-10-08 00:45:47+00:00,1,1
344665,"@Uber_Support what are your contingencies, regarding service during Lake effect storms in the Great Lake region?",@197992 We have followed up through your DM. Please follow up.,"@Uber_Support what are your contingencies, regarding service during Lake effect storms in the Great Lake region?",other,False,2,2017-10-08 00:46:32+00:00,1,1
344428,@Uber_Support still can't use my account because its saying i need to pay for fraudulent charges still??!?!!?,"@197920 Happy to help, Don. Make sure to reach out to us here so we can help you further: https://t.co/76zx6Rm1i6",@Uber_Support still can't use my account because its saying i need to pay for fraudulent charges still??!?!!?,trip_fare_dispute,False,2,2017-10-08 00:47:27+00:00,1,1
2066367,@115877  just ruined my night... Uber driver delivered food to another family and refusing to give me a discount or refund. The worst.,"@611059 Please DM us the order number &amp; your account email address so we can get another set of eyes on this, Maya. https://t.co/sd7yH5jmbJ",@115877  just ruined my night... Uber driver delivered food to another family and refusing to give me a discount or refund. The worst.,ride_status,False,2,2017-10-08 00:50:34+00:00,1,1
344424,"@Uber_Support hi um ur Uber driver is blackmailing me, I left my purse in the Uber and he’s not bringing it back unless I pay him",@197918 Absolutely not okay. Please DM us your email address and issue details; we'll follow up.,"@Uber_Support hi um ur Uber driver is blackmailing me, I left my purse in the Uber and he’s not bringing it back unless I pay him",ride_status,False,2,2017-10-08 00:51:49+00:00,1,1
341041,"I think our Uber driver is drunk , we gunna die",@197478 We take this very seriously. Please send us a DM with your email address so we can connect ASAP.,"I think our Uber driver is drunk , we gunna die",ride_status,False,2,2017-10-08 00:54:31+00:00,1,1
343157,I’ve seen it enough times to be sure of it now. The @115873 navigation app consistently sends its drivers on unnecessarily longer routes.,@197688 Here to help. Send us a note at https://t.co/u3MyknJaaN so our team can connect.,I’ve seen it enough times to be sure of it now. The @115873 navigation app consistently sends its drivers on unnecessarily longer routes.,ride_status,False,2,2017-10-08 00:54:36+00:00,1,1
341037,@115873 absolutely disgusted that we were charged a cancellation fee when we we had no notification that they were outside and drove off!!! 😡,@197477 We are happy to assist. Could you provide us with the email associated with the account so we can connect?,@115873 absolutely disgusted that we were charged a cancellation fee when we we had no notification that they were outside and drove off!!! 😡,trip_fare_dispute,False,5,2017-10-08 00:56:18+00:00,3,2
344156,@115873  @Uber_Support  this is horrible...I'm sure you'd like to address this.,@197851 We want to look into this right away. Please send a DM our way with your account email and phone number so we can connect.,@115873  @Uber_Support  this is horrible...I'm sure you'd like to address this.,complaint,True,21,2017-10-08 00:56:53+00:00,20,1
344407,@Uber_Support I just had to cancel a ride and I have a complaint and need to request a refund for the $5 charge. How do I do this?,"@197911 A member of our team will follow up with you shortly, Nance. Thank you for your patience.",@Uber_Support I just had to cancel a ride and I have a complaint and need to request a refund for the $5 charge. How do I do this?,ride_status,False,4,2017-10-08 01:00:27+00:00,2,2
343155,"@115873 I am truly in your most unsafe Uber ever... if I wasn’t on a motorway I’d have got out, would be safer!","@197687 Sorry for the trouble! Send us a note here, https://t.co/1NekkNnZrx, and our team will be in touch.","@115873 I am truly in your most unsafe Uber ever... if I wasn’t on a motorway I’d have got out, would be safer!",other,False,2,2017-10-08 01:01:34+00:00,1,1
789984,Thanks @115873 for hiring assshole drivers. Worst ride of my life.,@308386 We're here to help! Please send us a note via https://t.co/fS660rQ8NQ so our team can connect.,Thanks @115873 for hiring assshole drivers. Worst ride of my life.,ride_status,False,2,2017-10-08 01:07:03+00:00,1,1
344915,@Uber_Support my uber credit is still not being applied?,@198061 We've just followed up with you via DM.,@Uber_Support my uber credit is still not being applied?,app_functionality,False,2,2017-10-08 01:09:48+00:00,1,1
343150,I’m scared #uberdrivers @115873,@197685 We're here to help! Send us a DM with your email address so we can connect.,I’m scared #uberdrivers @115873,ride_status,False,2,2017-10-08 01:09:58+00:00,1,1
2066238,@144886 can we schedule a ride for two stops?,"@611026 You most certainly can, Alma! Select your destination when scheduling the ride, then add the second stop per https://t.co/Baz3i9kfGa.",@144886 can we schedule a ride for two stops?,ride_status,False,2,2017-10-08 01:12:29+00:00,1,1
344648,@Uber_Support I continue to get this Error message when trying to request a ride. https://t.co/eAYGMOpafS,"@197986 Happy to help, Jonathan. Send us a note at https://t.co/41EELWKjnd and a member of our team will follow up soon.",@Uber_Support I continue to get this Error message when trying to request a ride. https://t.co/eAYGMOpafS,ride_status,False,2,2017-10-08 01:13:46+00:00,1,1
2065815,@115873 how dare you charge me £5 for cancelling on me!! I was waiting for 20 mins in the cold on my own in london and you've charged me,"@610904 Let's get another set of eyes on this for you, Natalie. Please DM us your account email so we can take a closer look into this.",@115873 how dare you charge me £5 for cancelling on me!! I was waiting for 20 mins in the cold on my own in london and you've charged me,ride_status,False,4,2017-10-08 01:14:26+00:00,2,2
344911,"@Uber_Support Took my first Uber ride today, but got billed twice. Driver told me someone else's name was listed as his pick-up. Called back",@198059 So sorry about the trouble! Please send us a DM with your email address and phone number so we can connect.,"@Uber_Support Took my first Uber ride today, but got billed twice. Driver told me someone else's name was listed as his pick-up. Called back",ride_status,False,2,2017-10-08 01:15:14+00:00,1,1
344176,@115873 do I get charged for the fact that your awful drivers cancel on us? It says £5.00 is this a charge?,@197854 Here to help. Send us a note at https://t.co/JyzdtQmyxT so our team can connect.,@115873 do I get charged for the fact that your awful drivers cancel on us? It says £5.00 is this a charge?,ride_status,False,2,2017-10-08 01:16:24+00:00,1,1
344909,@115873 I was charged twice for my Uber trip and your customer service isn’t emailing me back!!! #uber do I have to change to #lyft ???,@198058 Can you please DM us the email on your account so we can check on the status of your message? Thanks!,@115873 I was charged twice for my Uber trip and your customer service isn’t emailing me back!!! #uber do I have to change to #lyft ???,ride_status,True,6,2017-10-08 01:16:34+00:00,4,2
289891,Yeah I'm sticking to Lyft from now on. @115873 @Uber_Support this shit is ridiculous. Stole $75 from me for a ride I NEVER EVEN TOOK. Bye 🖕 https://t.co/i3iqIEWeV1,"@183157 Sorry to hear about the troubles, Ian. Please DM us the email address linked to your Uber account so we can look into this for you.",Yeah I'm sticking to Lyft from now on. @115873 @Uber_Support this shit is ridiculous. Stole $75 from me for a ride I NEVER EVEN TOOK. Bye 🖕 https://t.co/i3iqIEWeV1,ride_status,False,2,2017-10-08 01:17:44+00:00,1,1
344174,tn was very eventful... got stuck in elevator and had to call police to get us out and then our uber got in a car accident... all in 3 hours,@197853 We hope everyone is ok. Please DM us your email address so we can follow up immediately.,tn was very eventful... got stuck in elevator and had to call police to get us out and then our uber got in a car accident... all in 3 hours,other,False,2,2017-10-08 01:21:10+00:00,1,1
344172,When @Uber_Support ignores your DM's when it's urgent,@197072 We've been in touch via DM!,When @Uber_Support ignores your DM's when it's urgent,other,False,2,2017-10-08 01:22:18+00:00,1,1
344160,"Just an @115873 driver in #Portland, doing business while breaking the law, illegally parked in a @83041 stop. No big deal. #pdxtraffic https://t.co/z3hAJvvwZW","@197852 We've followed up with you via DM, be on the look out for our response.","Just an @115873 driver in #Portland, doing business while breaking the law, illegally parked in a @83041 stop. No big deal. #pdxtraffic https://t.co/z3hAJvvwZW",ride_status,True,14,2017-10-08 01:23:15+00:00,11,3
344903,And your customer service won’t help. Keep throwing t&amp;c to me. Please stop playing pricing tricks. Be honest!@Uber_Support @115873,@198057 Can you please send us a DM with the email on your account so we can take a look?  We're happy to help.,And your customer service won’t help. Keep throwing t&amp;c to me. Please stop playing pricing tricks. Be honest!@Uber_Support @115873,other,False,2,2017-10-08 01:24:35+00:00,1,1
2065980,@Uber_Support need a phone number to call to resolve my issue. I do not want my $5 credited in Uber money. I want my money back. Unsatisfied,"@196919 Sorry to hear about the troubles, Katie. Please DM us the email address linked to your Uber account so we can look into this for you.",@Uber_Support need a phone number to call to resolve my issue. I do not want my $5 credited in Uber money. I want my money back. Unsatisfied,account_access,False,2,2017-10-08 01:27:36+00:00,1,1
344416,"Got kicked out of an @115873 b/c we wanted @118625 and the driver said no and someone in the group said ""I bet @115879 drivers would do it""",@197914 Sorry to hear about that! Can you please contact us via https://t.co/iOszeeHZhQ so our team can connect.,"Got kicked out of an @115873 b/c we wanted @118625 and the driver said no and someone in the group said ""I bet @115879 drivers would do it""",ride_status,False,2,2017-10-08 01:28:34+00:00,1,1
344663,"@115873 Hi, I have been sending messages to uber support and don't receive any response, can you please help me!, thank you!!!!!",@197991 We'll get you sorted out! Please send us a note through https://t.co/exjClU3UAP so we can help.,"@115873 Hi, I have been sending messages to uber support and don't receive any response, can you please help me!, thank you!!!!!",other,False,2,2017-10-08 01:28:37+00:00,1,1
344426,@115873 I had a driver nearly drop me off in the completely wrong location in the opposite direction of my destination.,"@197919 Here to help! Send us a note here, https://t.co/fS660s7JFo, and our team will follow up.",@115873 I had a driver nearly drop me off in the completely wrong location in the opposite direction of my destination.,ride_status,False,2,2017-10-08 01:28:51+00:00,1,1
344422,I think it’s wrong for @115873 drivers to smell musty and then lock the windows so you can’t roll them down. Straight savagery,@197917 Sorry for the trouble! Please send us a note via https://t.co/aBEgvdNWQN so our team can connect.,I think it’s wrong for @115873 drivers to smell musty and then lock the windows so you can’t roll them down. Straight savagery,ride_status,False,2,2017-10-08 01:31:23+00:00,1,1
2066463,.@115877 says I complain too much vs checking the restaurants complaints. Missing an ENTIRE burger from my @117115 order,@611094 We'd like to follow up. Please DM us the order number &amp; your account email address so we can connect further. https://t.co/sd7yH5jmbJ,.@115877 says I complain too much vs checking the restaurants complaints. Missing an ENTIRE burger from my @117115 order,other,False,2,2017-10-08 01:31:35+00:00,1,1
344420,Ffs man @115873 just can’t be trusted anymore 🙄🙄🙄 https://t.co/C9Xh7lS0uF,@197916 We can take a look! Send us a note via https://t.co/e8HVorX5rh so our team can get in touch.,Ffs man @115873 just can’t be trusted anymore 🙄🙄🙄 https://t.co/C9Xh7lS0uF,other,False,2,2017-10-08 01:32:02+00:00,1,1
344418,@115873 driver 1 rings. Asks destination. Dropped me. Driver 2 rings asks destination drops me because I won't tell him. Not good guys.,"@197915 Here to help! Send us a note here, https://t.co/e8HVorX5rh, and our team will follow up.",@115873 driver 1 rings. Asks destination. Dropped me. Driver 2 rings asks destination drops me because I won't tell him. Not good guys.,ride_status,False,2,2017-10-08 01:33:26+00:00,1,1
345150,@Uber_Support @131434 had three drivers cancel my trip tonight. Really frustrating,@198114 So sorry to hear that! Please send us a message here; https://t.co/QsI1vsvcif and we'd be happy to take a look.,@Uber_Support @131434 had three drivers cancel my trip tonight. Really frustrating,ride_status,False,2,2017-10-08 01:33:27+00:00,1,1
344413,"@115873 if I book ahead &amp; no car comes, why contact me AFTER the pick up window closes just to tell me I didn’t get an uber? Won’t I know?!?!","@197913 Hey, Jake.  In the rare case a driver cannot be found, we notify you at the end of your selected time window as a courtesy to let you know.","@115873 if I book ahead &amp; no car comes, why contact me AFTER the pick up window closes just to tell me I didn’t get an uber? Won’t I know?!?!",other,False,4,2017-10-08 01:34:28+00:00,2,2
344410,"just had the rudest @115873 driver ever, we literally got out of the car 30 seconds after getting in it cause he just started berating us","@197912 Here to help! Send us a note here, https://t.co/TmWmJyGFaK, and our team will follow up.","just had the rudest @115873 driver ever, we literally got out of the car 30 seconds after getting in it cause he just started berating us",ride_status,False,2,2017-10-08 01:38:29+00:00,1,1
344657,Add me to the list of people being defrauded by @115873 with cleaning charges for a spill that I noticed when I got in the car,@197988 Please send us a DM with your account email address + details and we'll connect.,Add me to the list of people being defrauded by @115873 with cleaning charges for a spill that I noticed when I got in the car,trip_fare_dispute,True,7,2017-10-08 01:39:01+00:00,5,2
345157,@Uber_Support. W..t..f? So are you gunna give me money back or just keep up appearances?,@197248 We have reached out through your DM. Please follow up.,@Uber_Support. W..t..f? So are you gunna give me money back or just keep up appearances?,app_functionality,False,3,2017-10-08 01:39:15+00:00,2,1
344661,"@115873 driver accepted my ride and then called to tell me he would not go to my requested location.  I asked him to cancel the ride then took a cab.  He did not cancel, when I eventually cancelled myself I was charged a $5 cancellation fee.  My request for refund denied by Uber.",@197990 Here to help! Please send us a DM with your email address with details so we can follow up.,"@115873 driver accepted my ride and then called to tell me he would not go to my requested location.  I asked him to cancel the ride then took a cab.  He did not cancel, when I eventually cancelled myself I was charged a $5 cancellation fee.  My request for refund denied by Uber.",ride_status,False,2,2017-10-08 01:39:16+00:00,1,1
791132,hi @115873 - how can I stop getting paper promotional mailings? Please help. Thanks.,@308645 Happy to help! Please reach out to https://t.co/QDn91HzZV0 and fill out the 4 boxes at the bottom so we can get in touch.,hi @115873 - how can I stop getting paper promotional mailings? Please help. Thanks.,other,False,2,2017-10-08 01:39:35+00:00,1,1
