example_id,conversation_id,customer_message,brand_response,auto_intent,auto_should_escalate,thread_length,timestamp,human_intent,human_should_escalate,annotator_notes
109,598497,".@McDonalds @115877 add buffalo sauce as an option on UberEATS guys, I’m sick and FUCKING tired of having to describe buffalo sauce word from word to my driver, while using sriracha sauce as a place holder. Give buffalo sauce a spot right now or I swear to frickin christ I’ll c",@261914 We can take a look! Send us a DM with your email address so we can follow up.,ride_status,False,5,2017-12-03 20:01:48+00:00,,,
110,598504,"@Uber_Support @115873  @5484 FORGOT MOBILE IN CAB WHILE TRAVELLING FROM JAIPUR JN. TO PANCHASHIL ENCLAVE. 

We called from RMN but not helped.

Driver name is Rakesh.

Please help.

My registered mobile number is not connecting to Uber",@261916 We're here to help! Send us a DM with your email address and more details so we can follow up.,ride_status,False,5,2017-12-03 20:06:14+00:00,,,
111,598519,No choice but to switch to @115879 because @115873 is unable to stop people from hacking my account.,@261921 Here to help! Please send us a DM with your email address so our team so our team can connect.,account_access,False,2,2017-12-03 20:06:53+00:00,,,
112,598509,Buyers beware. @115873 will change your charge without notifying you. The price I requested was $30 and they charged $56 behind my back. What's the point of having a price then? How is this legal? #uber #malpractice,@261918 We're sorry to hear this was your experience. Can you send us a DM with your email address so we can assist?,trip_fare_dispute,False,5,2017-12-03 20:07:06+00:00,,,
113,598506,@115873 we need help finding my dads phone!!!! It was left in an uber in Indianapolis yesterday. Help us track down Samuel in the gold Toyota Sienna please?!,"@261917 Here to help! Send us a note here, https://t.co/rOtqyWzf0B and our team will follow up.",other,False,2,2017-12-03 20:07:22+00:00,,,
114,598513,"Dear @115877, please spot the issue in this picture. Must be out your gottdamn minds. https://t.co/I4CEKLHlrQ",@261919 Here to help! Please send us a note here; https://t.co/3eYc7uUEUm so our team can connect.,other,False,3,2017-12-03 20:08:37+00:00,,,
115,603575,@Uber_Support can you please help me to log into my account? Thanks.,@251223 We're here to help. We just sent you a DM.,account_access,False,2,2017-12-03 20:10:16+00:00,,,
116,598480,@1582 @4735 Silver Nissan Ultima PA KFP-1244 2:30pm 12/3/17 on Columbus Blvd.  Reckless driving threatening other drivers.  Is this the type of drivers I can expect from Uber? https://t.co/MWSCMGA3Dv,@261909 We take this very seriously. Please send us a DM with your email address so we can connect ASAP.,ride_status,False,2,2017-12-03 20:17:33+00:00,,,
117,598499,@Uber_Support I just witness something amazing. One of your drivers harassed three teenage kids in the barbershop I work in. In front of our clients.,@261915 We take this very seriously. Please send us a DM with your email address so we can connect ASAP.,ride_status,False,2,2017-12-03 20:17:45+00:00,,,
118,598482,@Uber_Support i ordered uber eats and i️t said 2 something as the price but you guys took $10 from my card,@261910 Here to help! Contact us via https://t.co/8LIAoZUog4 so we can connect.,trip_fare_dispute,False,2,2017-12-03 20:18:37+00:00,,,
119,598488,Hey @115873. What’s up today? Drivers not picking up requests then canceling saying “traffic too long [sic]” when google shows traffic is fine?,@261912 Hi there! Please DM us your email address so we can further assist.,ride_status,False,4,2017-12-03 20:18:41+00:00,,,
120,598492,"@Uber_Support I can't sign in on the website, because the confirmation code is sent to a number I used in the US. I can't order a ride on my phone. But now is the time I really need to use Uber.",@261913 Here to help! Send us a note here; https://t.co/Md7v036OoC and our team will be able to assist!,ride_status,False,3,2017-12-03 20:19:01+00:00,,,
121,598478,@Uber_Support I recently moved back home to Kansas but my profile is still registered in Illinois... Can I have that released so I can drive in Kansas?,@261908 Here to help! Send us a note here; https://t.co/Zd8JAvLOUI and our team will be able to assist.,other,False,2,2017-12-03 20:19:02+00:00,,,
122,599454,"@Uber_Support Hey my @McDonalds meal came incorrect AGAIN, whats the phone number to contact asap","@262203 Here to help! Send us a note at https://t.co/1HQv7maoLK so our team can connect right away. If you'd like, you can also DM us with your email address and additional information regarding your concern so we can assist!",account_access,False,3,2017-12-03 20:20:40+00:00,,,
123,598476,"@81661 @115873 @Uber_Support Uber profile shows 66% complete &amp; says add payment method. I have 5 payment methods set up. As a result, I cannot set up Uber on my Wink Relay. Help? Uber support team thinks I’m a driver. I’m not.",@261907 Here to help! Please send us a DM with your email address so our team can connect.,ride_status,False,5,2017-12-03 20:20:46+00:00,,,
124,599437,"Hi @115873 your app was unable to verify my CC by taking a photo even though the entire border was green, and a photo is the only option. I had to take a yellow cab as a result. Why did your app not recognize my card and why is there no other way to verify my CC?",@262198 Here to help! Send us a note via https://t.co/QnlFEMKRcC so we can connect.,account_access,False,2,2017-12-03 20:22:00+00:00,,,
125,599456,"@Uber_Support hello do hoy have a support 01800 in México, thanks","@262204 At this time we don't offer phone support, as communication is streamlined via email. Visit this link https://t.co/balq3Eyso6 so our team can assist.",other,False,2,2017-12-03 20:22:21+00:00,,,
126,599430,"hey @Uber_Support i got a problem with my account, i can't change the phone number associate to it 😕",@170811 So sorry about that! Send us a DM with your email address so we can connect right away.,account_access,False,4,2017-12-03 20:23:00+00:00,,,
127,599448,@131077 @115873 @Uber_Support can you please tell me if the is any incentive on working on xmas or should we sacrifice our xmas for your passengers ? @262202 uber will never answers question. That's to a driver always ignoring tweets!,@262201 We can take a look! Send us a note via https://t.co/WToW6dugx0 so our team can get in touch.,ride_status,False,4,2017-12-03 20:24:10+00:00,,,
128,599420,I am upset with @115873 I've been charged $36 for a trip that I normally pay $11-$15. Something isn't right I feel cheated taken advantage of.,@262192 We can definitely take a look! Send us a DM with your email address so we can follow up.,ride_status,False,4,2017-12-03 20:24:55+00:00,,,
129,599440,@115873 @Uber_Support this has happened every week for the last 4 weeks now. I will request an uber in the morning. The app tells me it is arriving and to go outside. Suddenly the driver has changed and their eta is different...,@262199 Here to help! Follow up here - https://t.co/e8HVorX5rh and our team will connect right away.,ride_status,False,3,2017-12-03 20:30:23+00:00,,,
130,599442,"Hey @115873, how much would it cost for a ride from Oakland to East Rutherford, NJ?  Asking for a friend.  #Giants","@262200 Here to help! Once you choose the vehicle type, you'll see the amount for your trip! You can also get a fare estimate here; https://t.co/0ZVEBk31j9",ride_status,False,2,2017-12-03 20:30:29+00:00,,,
131,2897688,@Uber_Support Do something!!!!,@258100 We've been in touch via DM!,other,False,2,2017-12-03 20:31:18+00:00,,,
132,599432,I don't know what customer service they have that don't even bother look at the receipt but i want my fucking money back. Thanks @Uber_Support https://t.co/Opln5f18Uy,@262196 We're here to help! Send us a DM with your email address so we can assist.,trip_fare_dispute,False,2,2017-12-03 20:31:42+00:00,,,
133,599435,"@Uber_Support My local Cami Cakes is open every day, but UberEats shows it as closed every weekend. Sometimes, I want cupcakes on the weekends (especially on the weekends)! What's going on?",@262197 Here to help! Send us a note via https://t.co/NcKEnQDmxQ so our team can connect.,other,False,3,2017-12-03 20:31:43+00:00,,,
134,599426,"Is it normal to have 3 drivers cancel on you at Gatwick @115873 and @Uber_Support? 

This follows from having been stuck in the cold rain for 30 minutes yesterday due to another driver picking up the wrong fare. Awful last few days of usage.",@262195 Here to help! Please send us a note here; https://t.co/e8HVorX5rh so our team can connect.,ride_status,False,2,2017-12-03 20:38:06+00:00,,,
135,599424,"@115873 can I have some free friends for the insane amount of times your drivers call me ""Peggie"" instead of ""Paige""",@262194 Here to help! Please send us a note here; https://t.co/QDn91HzZV0 so our team can connect.,ride_status,False,2,2017-12-03 20:38:39+00:00,,,
136,599422,"Dear @115873 I would like a refund on my ride where my driver did not return change in full. DM for further support, please #uber #uberindia #ubermumbai #uberrefund",@262193 We can take a look! Send us a note via https://t.co/4DTBhCaWGV so our team can get in touch.,ride_status,False,2,2017-12-03 20:41:31+00:00,,,
137,599414,Absolutely fuming just ordered a McDonalds of @115877 and the juice has spilt all over my food and it's soaking and I can't even find a number to phone!!!!!,@262191 Here to help! Send us a DM with your email address and phone number so we can follow up.,other,False,5,2017-12-03 20:52:11+00:00,,,
138,600886,"I'm actually hella nice to all the drivers idk wtf is up but fuck it im@gonna get anew number and shit and start a new account, it's about time I got a new number anyways. https://t.co/E9cPd2U5tZ","@262530 Go ahead and DM us your account email along with a few details of your issue, and we'll take a look. Thanks!",ride_status,False,2,2017-12-03 20:52:12+00:00,,,
139,599402,"@Uber_Support please answer your DMs, I have lost my phone I believe in one of your drivers cars, and I have not got his number as I can’t sign is because I have no phone and I need a verification code...which is stupid, PLEASE HELP !!!!!",@262188 Please confirm your email address or phone number so we can further assist.,ride_status,False,2,2017-12-03 20:52:24+00:00,,,
140,599410,@115873 can I used a Netspend card with y'all,"@262190 Happy to help! Send us a note here, https://t.co/zpq2qqd9a2, and our team will follow up.",other,False,2,2017-12-03 20:52:52+00:00,,,
141,600888,@McDonalds yalls management with @115877 is so damn so slow!!!,@262531 Sorry for the trouble! Send us a note via https://t.co/lzIGTuu2al so our team can get in touch.,other,False,2,2017-12-03 20:55:17+00:00,,,
142,600872,"@Uber_Support @115873 @119983 @116288 your driver accepted booking (8 min waiting), 20 min later he reaches but in a different colony 5 km away (same house no.), then he starts for correct place but never reaches &amp; keeps cutting call. &amp; I paid ₹42 cancellation. EXPLAIN!",@262523 We see your outreach and a member of our team will be following up via email as soon as possible. We appreciate your patience.,ride_status,False,3,2017-12-03 20:56:40+00:00,,,
143,600879,@Uber_Support help! I accidently gave my driver a bad rating! I feel terrible about it.,@262526 We're here to help! Send us a DM with your email address so we can assist.,ride_status,False,4,2017-12-03 21:01:01+00:00,,,
144,600876,Does anyone have an #Uber @115873 code for a ride?,"@262525 Hi, Marclaw! For more info on how to earn free rides, kinldy visit this link; https://t.co/FQNTfKa7k0",ride_status,False,2,2017-12-03 21:01:31+00:00,,,
145,600869,@Uber_Support I was shorted on a surge. I am owed money. There is no question the ping displayed 2.1x. Uber in app and phone support NO HELP. Where are cooperate email addresses listed? URGENT. I WILL NOT GIVE UP.,@262522 We're here to help! Send us a DM with your email address so we can follow up.,trip_fare_dispute,False,2,2017-12-03 21:02:11+00:00,,,
146,600874,"Ok, @115873 , it is kinda BS that our driver cancels the ride and now we have to rebook and it costs more.",@262524 Here to help. Send us a note at https://t.co/593jusCquh so our team can connect.,ride_status,False,2,2017-12-03 21:04:19+00:00,,,
147,600849,@115877 just had a delivery it’s wrong so called the driver ....called me a fucking dumb bitch and told me to get the fuck off his line,@262515 We're here to help! Send us a DM with your email address so we can assist.,ride_status,False,4,2017-12-03 21:05:53+00:00,,,
148,600867,@115873 @Uber_Support the uber pickup area at MetLife stadium is a joke. I am a season ticket holder and every week it’s madness to get home. There are 40+ cars waiting and 100+ customers waiting.  No one going anywhere. Maybe Lyft is better.,@262521 Here to help! Please reach out to https://t.co/QDn91HzZV0 and fill out the 4 boxes at the bottom so we can get in touch.,ride_status,False,2,2017-12-03 21:07:50+00:00,,,
149,600865,"I was charged for an @115873 ride when my driver never showed up at my house, didn't pick me up and was nowhere near my house when I got the message that I was on my way. They didn't even try to contact me...",@262520 Sorry for the trouble! Kindly send us your email address via DM so that our team can look into this.,ride_status,False,2,2017-12-03 21:08:08+00:00,,,
150,600862,@115873 @Uber_Support I hope you and every single one of your drivers burn in the fiery pits of hell for eternity you are the worst service I have ever used. Been stranded at Walmart for a fucking hour and can't even request anymore rides cause ur drivers cancel on me,@262519 We're here to help! Send us a DM with your email address so we can assist.,ride_status,False,4,2017-12-03 21:08:55+00:00,,,
151,600859,@115873 what happens when a driver don’t turn up and cancelled my fare and you lot charge me for it??,@262518 Here to help! Send us a note via https://t.co/e8HVorX5rh so our team can connect.,ride_status,False,2,2017-12-03 21:10:19+00:00,,,
152,600845,"@Uber_Support ...need ya help getting my daughter’s wallet back from Uber driver in Tallahassee, Fl.  Shouldn’t be this hard when he admits he has it. WTH!","@262514 We definitely want to take a closer look. However, due to our policy terms and conditions, we will need to discuss this with the account holder. Please message us with the email address associated with the account and we'll follow up with him directly via in-app support.",ride_status,True,7,2017-12-03 21:16:29+00:00,,,
153,600852,@Uber_Support can I get a written receipt so I can claim it back for business use?,@262516 Happy to help! Please reach out to https://t.co/zUe0dj6yoX and fill out the 4 boxes at the bottom so we can get in touch.,trip_fare_dispute,False,2,2017-12-03 21:17:19+00:00,,,
154,600855,"Used @115873 for 1st time today. Was great. Used it 2nd time &amp; it sucked.  Driver never showed while I waited 15 mins in freezing conditions then charged me €5 cancellation.  Uber offered credit but I won't be back to Paris, they're closing in London!  Refund thanks @Uber_Support",@262517 Let's take a closer look! Send us a DM with your email address so we can connect right away.,ride_status,False,5,2017-12-03 21:18:40+00:00,,,
155,601828,"@Uber_Support somebody response me,  trying to contact driver but he failed to answer my call last 20 min. https://t.co/h8tI84UlZT",@262818 Here to help! Send us a DM with your email address so we can follow up.,ride_status,False,5,2017-12-03 21:27:10+00:00,,,
156,601845,"@115877 this was my second time ordering with uber eats and my $5 off promotion did not apply, can someone help please?",@262826 Here to help! Send us a note here https://t.co/hoajN8u72R so we can further assist.,app_functionality,False,2,2017-12-03 21:27:14+00:00,,,
157,601815,@115877 my order was cancelled and y'all still took my money out of my account.,@262814 So sorry about that! Send us a DM with your email address so we can connect right away.,ride_status,False,5,2017-12-03 21:28:03+00:00,,,
158,601843,@Uber_Support @115877 I live in Lodi Nj can you tell me where is the highest demand for (bike) delivery food around my area ??,"@262825 Hi there, happy to help! Send us a note via https://t.co/FF2YGTGjuA so we can assist.",ride_status,False,2,2017-12-03 21:29:33+00:00,,,
159,601836,@Uber_Support I am planning on flying with an infant car seat for my child. What is the policy of using my own car seat in an uber?,@262821 Here to help! Find out more info here https://t.co/B7TnOOg1JY,other,False,2,2017-12-03 21:30:26+00:00,,,
160,601841,@Uber_Support what do I need to do? I play by rules and only order when ready at terminal 5 Heathrow but you cancel a car on me after not moving for 10 minutes and now the new car is 15 mins away. 35 mins since ordering and still not here AT terminal 5!!!,@262824 Here to help. Send us a note at https://t.co/593jusCquh so our team can connect.,other,False,2,2017-12-03 21:31:49+00:00,,,
161,601832,Great @162833 win. Great day for the kids. https://t.co/e06Ejwoq5g,"@262819 Hi, Paul! This is not the experience we want you to have. Kindly send us a DM with your email address so our team can follow-up about this.",other,False,4,2017-12-03 21:32:24+00:00,,,
162,601807,Just had a spectacularly poor experience with @115877 and their customer service department. I will no longer be a customer of theirs and I urge all of you to take your business elsewhere for food delivery. They are the worst.,"@262811 Hi, Paul! Here to help. Kindly send us your email address via DM so our team can assist you further.",complaint,True,6,2017-12-03 21:34:14+00:00,,,
163,601838,@Uber_Support why won't the app accept my debit card?,@262822 Here to help. Send us a note at https://t.co/QnlFEMKRcC so our team can connect.,app_functionality,False,2,2017-12-03 21:34:57+00:00,,,
164,601823,@115873 I just waited over 10 mins for a car that was supposed to be 3 mins away. It drove in circles. Then cancelled on me. And somehow I am charged 6 euro???? Please fix this.,@262817 We're sorry to hear this was your experience. Please send us a note via https://t.co/e8HVorX5rh so our team can take a look into this for you.,ride_status,False,2,2017-12-03 21:35:07+00:00,,,
165,601834,"Hey, @115877, why should it take you 24 hours to get back me on a delivery issue from this morning?",@262820 We're here to help! Send us a DM with your email address so we can follow up.,other,False,2,2017-12-03 21:36:36+00:00,,,
166,601803,@Uber_Support is there an easy way to know whether a trip has GST on it or not?,"@262810 Sorry for the confusion! You can use this link instead; https://t.co/QDn91HzZV0  If you'd like, you can also DM us with your email address so we can assist!",ride_status,False,4,2017-12-03 21:37:51+00:00,,,
167,601821,@115877 how do I get a refund? I ordered from sanjha chula (food sub-standard) and was sent something I did not order and charged. They have said I need to contact you to get a refund. First time ordering through you and not impressed.,"@262816 Hi, Redd! Sorry for the inconvenience. Kindly send us a note at; https://t.co/DpLEahcQAT so our team can assist.",trip_fare_dispute,False,3,2017-12-03 21:37:59+00:00,,,
168,601818,@Uber_Support  can anyone help me? PLSSSSSSSSSSSSSSSSSSSSSSSSSSS,"@262815 We're here to help! Send us a DM with your email address and more details of your concern, so we can follow up.",other,False,3,2017-12-03 21:40:20+00:00,,,
169,601810,"@Uber_Support your Uber eats shows up in plastic plates different model Car and held my food hostage in her car 2 blocks away, outside from apartment. Terms agreement was breached and she didn’t do her side and I want refund",@262813 We're here to help! Send us a DM with your email address so we can assist.,refund_request,False,2,2017-12-03 21:41:01+00:00,,,
170,601799,Guys... I am dead. My @115877 delivery guy just stole my food 💀💀,@262809 Here to help. Send us a note at https://t.co/hVMgTsth35 so our team can connect.,other,False,3,2017-12-03 21:45:05+00:00,,,
171,601788,@Uber_Support hey I used a referral code but don't seem to have the credit applied to my account,@252770 Here to help! Send us a note here https://t.co/O1dsjntprg so we can further assist.,account_access,False,2,2017-12-03 21:50:53+00:00,,,
172,601796,So @115873 why does it take so long to review wrongful claims but @115879 handles it in an hour or so?,@260290 Here to help! Please send us a DM with your email address so our team can connect.,other,False,2,2017-12-03 21:52:32+00:00,,,
173,602833,@115873 trying to track down a lost item during my last ride and y’all have been 0 help. Thanks,@263154 Here to help! Send us a note via https://t.co/oY5vj3NqP3 so we can assist.,ride_status,False,2,2017-12-03 21:55:51+00:00,,,
174,602829,Hi @115873 can you tell your drivers that trans people exist so I can take one single ride without a driver saying I'm the first girl named Eli they've met?,@263152 We take this very seriously. Please send us a DM with your email address so we can connect ASAP.,ride_status,False,2,2017-12-03 21:57:27+00:00,,,
175,602831,update: i texted and called the driver and after 20 minutes of not hearing back i had to pay money to cancel the ride that was never gonna show up and now i'm late for work!!!!! thanks a lot @115873 @Uber_Support https://t.co/XysHu2YTdW,@263153 Here to help. Send us a note at https://t.co/593jusCquh so our team can connect.,ride_status,False,2,2017-12-03 21:58:12+00:00,,,
176,602822,Not in the zone for @115877 either. Why waste your time if you only deliver to no one @Uber_Support https://t.co/3H74Sq5w5n,@263150 We really want to help! Please confirm your email address or phone number through direct message so we can further assist.,other,False,4,2017-12-03 21:58:31+00:00,,,
177,602827,"@119983 I lost my bag while traveling with @115873. Could you please connect me with the driver. Here is detail. Booking from email ID __email__ and mobile number +91-7042294340.
also, date of journey 30th November 2017 https://t.co/N4nrLkDO7K",@263151 Our team has recently responded via email. Please reply there if you have additional  questions!,ride_status,False,3,2017-12-03 21:59:51+00:00,,,
178,602818,@115877 do you deliver to the door?,@263149 Here to help! Contact us via https://t.co/NcKEnQDmxQ so our team can further assist.,other,False,2,2017-12-03 22:02:40+00:00,,,
179,602814,"@115873 I ordered an Uber on Friday night from Birmingham, we were stood outside our hotel waiting and the driver turned up but then turned around, then I got charged £5.00 for cancelling it but we didn’t cancel and we were there! Not happy.","@263148 Here to help! Send us a note here, https://t.co/h840Iouehc and our team will follow up.",ride_status,False,2,2017-12-03 22:04:53+00:00,,,
180,602810,"@Uber_Support love how my ride was $16, i got charged $18 for it and only one of the 3 people i split it with was charged $10. Get your shit together, and stop sending me automated responses when I try to get help. Your worse then Lyft.",@263146 We're here to help! Send us a DM with your email address so we can assist.,ride_status,False,4,2017-12-03 22:05:33+00:00,,,
181,602806,"Wow. @115873, your drivers are trying it.",@263145 Here to help! Please contact us via https://t.co/fS660rQ8NQ so our team can further assist.,ride_status,False,2,2017-12-03 22:08:49+00:00,,,
182,602812,@Uber_Support we've been waiting 40 mins in the freezing cold and our driver just cancelled on us. Now the new ride is more expensive. Unbelievable.,@263147 We're so sorry for the trouble. Send us a note via https://t.co/e8HVorX5rh so we can assist.,ride_status,False,2,2017-12-03 22:09:17+00:00,,,
183,602804,"Hey @115877, spinning is highly illegal in foosball and now you’ve associated my name with cheating. Pretty rude.",@263144 Here to help! Send us a DM with your email + details so we can follow up.,complaint,True,2,2017-12-03 22:10:26+00:00,,,
184,602801,@115873 left me hanging in an unsafe situation!!,@128272 Here to help! Send us a note via https://t.co/yfZfahBCoB so we can connect.,other,False,2,2017-12-03 22:19:47+00:00,,,
185,602796,@115877 i tried To reach using the but nobody answer. Several items are missing in my order,@263141 We'd like to look into this. Please DM us the email associated with your account and we'll follow up.,other,False,4,2017-12-03 22:20:17+00:00,,,
186,602789,When you try to order @115877 &amp; the driver THINKS HES PICKING U UP @ MCDONALDS &amp; THEN CANCELS UR ORDER LIKE FUUUUCK UUUUU,@263139 We're so sorry for the trouble. Send us a note via https://t.co/hVMgTsbFEv  so we can assist.,ride_status,False,2,2017-12-03 22:20:53+00:00,,,
187,602792,Everyone be careful with @115873  they allow fraudulent credit card transactions. Never even heard of them until today when I see my credit card was used.,@263140 We apologize for the trouble! Send us a DM with your email address and we'll follow up.,complaint,True,4,2017-12-03 22:21:12+00:00,,,
188,602799,Ordered UberEATS and when my driver arrived called and texted him multiple times as well as going outside looking for him and he didn’t respond to anything and cancelled my order... @115877,@263142 Here to help. Send us a note at https://t.co/StKy7B0k57 so our team can connect.,ride_status,False,2,2017-12-03 22:21:16+00:00,,,
189,602787,@115873 just came home from #ACCChampionshipGame in Charlotte NC. Uber Cars there were so dirty and rundown. XL weren't really XL. Very disappointing!,@263138 Here to help. Send us a note at https://t.co/cV94v5303R so our team can connect.,app_functionality,False,2,2017-12-03 22:24:54+00:00,,,
190,603577,"@115877 your driver took 36 mins to walk 2min journey. Delivering cold food, but you’re unable to make price adjustments at this stage? Joke!",@263417 Let's take a closer look! Send us a DM with your email address so we can connect.,ride_status,False,2,2017-12-03 22:26:08+00:00,,,
191,603580,Honestly men don't understand how genuinely scary it is to be the only girl out on a street full of men at night,@263418 Happy to help. Send us a DM with your email address so we can follow up.,other,False,3,2017-12-03 22:26:22+00:00,,,
192,603573,@115877 hi just placed a order promo code for first time order did not work and discount was not applied? Any help?,@263416 Here to help! Send us a note via https://t.co/h3vAjBLlBH so our team can connect.,app_functionality,False,2,2017-12-03 22:33:56+00:00,,,
193,603570,"@Uber_Support hello, ive emailed support maybe ill get a quicker respond if you DM me. thanks !",@263414 We're here to help! Send us a DM with your email address so we can assist.,account_access,False,3,2017-12-03 22:36:43+00:00,,,
194,603567,Does @115877 deliver edibles?,"@263413 We deliver the food you want, from the restaurants you love, at Uber speed. Learn more at https://t.co/6rZp3XyWol",other,False,2,2017-12-03 22:36:45+00:00,,,
195,603565,@Uber_Support HOW AM I SUPPOSED TO GET MY PHONE BACK IF YOU NEED TO CONTACT ME VIA A PHONE #. IS IT 1967 WHERE EVERYONE HAS A LANDLINE??? CAN YOU USE AN EMAIL LIKE A MODERN PERSON PLEASE? YOU CAN EVEN KIK ME AND THEN WE CAN ALSO EXCHANGE PICS. IDK I WANT MY PHONE BACK.,@263412 Here to help! Follow up here - https://t.co/rOtqyWzf0B and our team will connect right away.,account_access,False,2,2017-12-03 22:37:32+00:00,,,
196,603561,@Uber_Support how is a Lincoln MKT an XL vehicle?? Third time I've been turned down because I had gear with me. I'm calling an XL so I can have access to the trunk space.,@263410 Hi there! Please reach out to https://t.co/zUe0dj6yoX and our team will be in touch.,other,False,2,2017-12-03 22:40:14+00:00,,,
197,603559,I can’t fuck with @115877 anymore. They tried me the last two times 🤬,@263409 Here to help! Send us a DM with your email + details so we can follow up.,other,False,2,2017-12-03 22:50:14+00:00,,,
198,603554,"@Uber_Support ordered a taxi from BHX International, app says 1min wait, can see three cabs on the map and parked outside, yet I have been picked up by a ride 15 mins away and charged if I cancel.... the sooner @115879 arrive and provide some competition the better!!!",@263406 Here to help! Send us a note via https://t.co/e8HVorX5rh so we can connect.,ride_status,False,2,2017-12-03 22:51:01+00:00,,,
199,603556,@Uber_Support  my uber didn’t turn up and I got charged for it pleas can you help,@263407 We're so sorry for the trouble. Send us a note via https://t.co/e8HVorX5rh so we can assist.,trip_fare_dispute,False,2,2017-12-03 22:56:04+00:00,,,
